0,1,2
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
-0.09823908409986855,-0.09046402361855842,-0.0
