0,1,2
6.778098337425366,7.540745919285023,0.10628834988045907
6.768274429015379,7.531699516923167,0.10628834988045907
6.7584505206053915,7.522653114561312,0.10628834988045907
6.748626612195404,7.513606712199456,0.10628834988045907
6.738802703785417,7.504560309837601,0.10628834988045907
6.72897879537543,7.495513907475745,0.10628834988045907
6.719154886965443,7.48646750511389,0.10628834988045907
6.709330978555456,7.477421102752034,0.10628834988045907
6.699507070145469,7.468374700390179,0.10628834988045907
6.6896831617354815,7.459328298028323,0.10628834988045907
6.679859253325494,7.450281895666468,0.10628834988045907
6.670035344915507,7.441235493304612,0.10628834988045907
6.66021143650552,7.432189090942757,0.10628834988045907
6.650387528095533,7.423142688580901,0.10628834988045907
6.640563619685546,7.414096286219046,0.10628834988045907
6.630739711275559,7.40504988385719,0.10628834988045907
6.6209158028655715,7.396003481495335,0.10628834988045907
6.611091894455584,7.386957079133479,0.10628834988045907
6.601267986045597,7.377910676771624,0.10628834988045907
6.59144407763561,7.368864274409768,0.10628834988045907
6.581620169225623,7.359817872047913,0.10628834988045907
6.571796260815636,7.350771469686057,0.10628834988045907
6.561972352405649,7.341725067324202,0.10628834988045907
6.552148443995661,7.332678664962346,0.10628834988045907
6.542324535585674,7.323632262600491,0.10628834988045907
6.532500627175687,7.314585860238635,0.10628834988045907
6.5226767187657,7.30553945787678,0.10628834988045907
6.512852810355713,7.296493055514924,0.10628834988045907
6.503028901945726,7.287446653153069,0.10628834988045907
6.4932049935357385,7.278400250791213,0.10628834988045907
6.483381085125751,7.269353848429358,0.10628834988045907
6.473557176715764,7.260307446067502,0.10628834988045907
6.463733268305777,7.251261043705647,0.10628834988045907
6.45390935989579,7.242214641343791,0.10628834988045907
6.444085451485803,7.233168238981936,0.10628834988045907
6.434261543075816,7.22412183662008,0.10628834988045907
6.4244376346658285,7.215075434258225,0.10628834988045907
6.414613726255841,7.206029031896369,0.10628834988045907
6.404789817845854,7.196982629534514,0.10628834988045907
6.394965909435867,7.187936227172658,0.10628834988045907
6.38514200102588,7.178889824810803,0.10628834988045907
6.375318092615893,7.169843422448947,0.10628834988045907
6.365494184205906,7.160797020087092,0.10628834988045907
6.3556702757959185,7.151750617725236,0.10628834988045907
6.345846367385931,7.142704215363381,0.10628834988045907
6.336022458975944,7.133657813001525,0.10628834988045907
6.326198550565957,7.12461141063967,0.10628834988045907
6.31637464215597,7.115565008277814,0.10628834988045907
6.306550733745983,7.106518605915959,0.10628834988045907
6.296726825335996,7.097472203554103,0.10628834988045907
