0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
4.354474631886406,4.322264033878419,4.2918182397399285,4.2631372765804,4.2360005456089205,4.210408067968045,4.186801115929153,4.164517832222195,4.143999487239309,4.12524609925001,2.0183124514993125,1.9860891937108676,1.9556314332895592,1.9269391973761003,1.8997918004957626,1.87418926381401,1.85057303306154,1.8282809908428792,1.807754581003227,1.7889938218360548,5.966624970980393,5.934389050450954,5.903919320948794,5.875215809645878,5.848057744361782,5.822445146286975,5.798819634653127,5.776518831872679,5.755984355291806,5.737216223222731,3.6319386958904714,3.5996901036779967,3.5692083966404655,3.540493601985261,3.5133248607616787,3.4877021941883113,3.4640673951155208,3.4417578255876102,3.4212152765652797,3.402439766386793,1.2981020544734934,1.2658407852277616,1.2353470956004822,1.206621012827165,1.1794415911576575,1.1538088518345113,1.1301647614028236,1.1078464214241721,1.087295796553992,1.0685129051492976,5.248301356278924,5.216027404655962,5.1855217273845575,5.156784351735638,5.129594245117935,5.1039514287969165,5.080298043087418,5.057970928960996,5.037412224836574,5.018621949094085,2.9161669905300185,2.883880351187937,2.8533626812274058,2.824614007946437,2.797413211879308,2.771760314317532,2.7480976294165185,2.725761737446339,2.7051949506654505,2.68639728747566,0.5848852691982174,0.5525859368034611,0.5220562691077584,0.4932962934445415,0.4660848034330094,0.4404218203907151,0.4167498323876071,0.3944051588818507,0.37383028604539525,0.35502523229984195,4.537199876103138,4.504887842910591,4.474346170161706,4.44557488522012,4.418352694738912,4.392679620062719,4.3689983232812395,4.346644862882389,4.326061899055787,4.3072494502469905,2.2071834853951433,2.174858746074378,2.1443050632314744,2.1155224642634067,2.0882895688217094,2.0626063982749834,2.0389157888066336,2.0165535378239117,1.9959624796111886,1.97714263263277
4.355850340334976,4.323597456116639,4.293111692189289,4.264393075766558,4.23722071851423,4.21159464165506,4.187956696850195,4.165644157950682,4.145098874725919,4.126320865518338,2.0194930005645446,1.987227422237238,1.9567296595778014,1.9279997398332007,1.9008166877468469,1.8751805245696254,1.8515332758886753,1.8292119547254284,1.8086585847731964,1.7898731843983686,5.967169734144884,5.934891456329217,5.904381689852064,5.87564046199581,5.848446710543994,5.822800456773542,5.799143900274675,5.7768137931246235,5.756252333017695,5.737459538342157,3.6325109293096234,3.600219946630374,3.5696981712571696,3.5409456305015627,3.513741175155969,3.488084826522317,3.464418958264745,3.442080061408984,3.421510507723259,3.402710315616672,1.2984816394732739,1.2661779453551674,1.2356441548700265,1.2068802953606566,1.17966513058043,1.1539986818573187,1.1303234970220912,1.1079758059104303,1.087398154456151,1.0685905610891875,5.248489260217335,5.216172849292439,5.18562703861911,5.156851855575569,5.129625976837605,5.103949423759231,5.0802649184107675,5.05790842932951,5.037322676686743,5.018507678933232,2.9159427514906042,2.8836136171857283,2.853055780113534,2.824269267683496,2.7970326694511045,2.7713460067953775,2.7476521761168087,2.72528688451785,2.704693026497878,2.685870620531618,0.5842496852788042,0.551907822233308,0.5213379536943306,0.4925401071025961,0.4652927848578816,0.43959600836316337,0.41589284842307617,0.393518750596888,0.3729167837849836,0.3540869664818871,4.5365963772160285,4.504241780072398,4.473659875001841,4.444850689477377,4.41759263870661,4.391885744115434,4.368173250988665,4.345790343227797,4.325180264209241,4.306343032450426,2.206169835637146,2.1738024966169327,2.14320854766345,2.1143880162809694,2.0871192304307513,2.0614022115636903,2.03768037954792,2.0152886564709025,1.9946704602913137,1.9758258095474286
4.357229803484737,4.324934521486821,4.294408682308925,4.265652313275105,4.238444235736965,4.212784471006852,4.1891154516555265,4.1667735803675345,4.1462012878187675,4.127398592425616,2.020455475150266,1.9881474633679357,1.957609591736757,1.9288418876130784,1.901623085185495,1.8759532057882318,1.8522748564128548,1.8299241781767677,1.8093437761735434,1.7905336688372788,5.968158756807272,5.9358380122487375,5.905288105338116,5.876509063460923,5.849279533621917,5.823599537181364,5.799911855589138,5.777552368336121,5.756963854970024,5.738146333950993,3.6330847161778577,3.6007512310313357,3.570189281454505,3.541398894866218,3.514158631034265,3.48846851134183,3.4647714918054326,3.4424031901290086,3.4218065604227506,3.4029816211697197,1.2988622409664372,1.2665160098348267,1.2359420124905336,1.207140276386785,1.1798892740127371,1.1541890267796988,1.1304826653447988,1.108105545509397,1.0875007960253344,1.0686684353954652,5.248677645815393,5.2163186633068035,5.185732613097961,5.156919522675425,5.129657777217426,5.103947398160274,5.080231690871498,5.0578457491488376,5.0372328764503695,5.018393091302905,2.9159396014093906,2.883567860922505,2.8529697516113512,2.824145300992702,2.7968728068890623,2.7711522907617434,2.747427232783474,2.725032464603573,2.704411464486356,2.68556425097843,0.5840559736422284,0.5516714697914056,0.5210612962871055,0.4922254806773507,0.46494223339038054,0.43921157591250815,0.41547716329562245,0.3930735649333261,0.3724444339659678,0.3535897889599475,4.535769283654886,4.503372008628343,4.472749763545172,4.44390257598673,4.416608568933864,4.390867763897887,4.367123990916106,4.344711556964937,4.324074290169106,4.3052122091168865,2.2051533763808724,2.172743324796091,2.142109003046336,2.1132504387473396,2.0859456673940144,2.0601947105226763,2.0364415732299985,2.01402029996793,1.993374893914316,1.9745053736803495
4.358391146976022,4.3260533551834435,4.2954873348766345,4.2666931134848625,4.23944922128719,4.213755679675133,4.190055503674966,4.167684222496309,4.147084849260146,4.128257402452666,2.0216418600690016,1.9892913050885355,1.95871322075317,1.929907634526547,1.9026529892945092,1.8769493064735734,1.8532397759639618,1.8308596647258302,1.8102521607520323,1.7914172825506292,5.96892857331801,5.936565249722348,5.905975096230087,5.877158140336122,5.84989273749557,5.824178909153074,5.80046002015781,5.778071075104839,5.757455436934928,5.738613124180096,3.6336599265595546,3.6012838277130004,3.570681598790665,3.5418532673207794,3.514577101281897,3.488853122143664,3.465124869796919,3.442727086338294,3.4221033097450095,3.403253558572004,1.2992438143063316,1.266854934787828,1.236240625311248,1.2074009134381558,1.1801139796330449,1.1543798453926435,1.1306422257223792,1.1082356001058598,1.0876036816348913,1.0687464888873313,5.248422696528024,5.216021028488285,5.1853946310394425,5.15654353177327,5.129245823589154,5.1035015280098674,5.079754535261677,5.057339062056828,5.03669899670901,5.017834357814829,2.9157145093552783,2.883300049813972,2.8526615615739996,2.8237990722594275,2.796490587185786,2.770736127896681,2.7469797598860985,2.7245554370303346,2.703907222904545,2.6850351361282554,0.5831955786637408,0.5507683185569485,0.5201177309577805,0.4912438435246811,0.463924573921612,0.4381599437213488,0.41439419380330467,0.3919610150244903,0.37130464634653126,0.35242510640978697,4.5349402024619945,4.502500137598915,4.47183744667997,4.442952157396938,4.415622099735128,4.3898472952944,4.366072160396893,4.343630122796988,4.322965596895914,4.304078601359032,2.2041344855003935,2.171681609255753,2.1410068087542697,2.1121101117221013,2.0847692604200674,2.05898427647303,2.0351997517416898,2.0127488507350897,1.9920761633909336,1.9731817083943763
4.359554890522487,4.327174478903581,4.2965681734604,4.267736001732635,4.24045620216636,4.214728796242678,4.19099738294031,4.168596615740734,4.147970091713216,4.129117829419986,2.0226089866380796,1.9902157770819215,1.9595973747661066,1.9307538072605386,1.9034632253826373,1.8777256506364246,1.853984857355842,1.8315752360541229,1.8109405591505467,1.7920808452292203,5.969700049548925,5.937294036605287,5.906663532263502,5.877808564125758,5.85050719534333,5.824759447445241,5.801009270190445,5.778590791014552,5.757947957761856,5.739080789037298,3.6342364290242375,3.601817606028259,3.5711749933591963,3.5423086186567403,3.5149964573539276,3.4892385310058227,3.465478964891193,3.443051623230517,3.422400629381649,3.4035260019734905,1.2991820464761619,1.2667504055420986,1.2360956770954479,1.207217888806112,1.1798949283399291,1.1541268172780068,1.1303578565241355,1.1079216469221995,1.0872624874550758,1.0683803967714585,5.248611581683349,5.2161671198100334,5.1855002727460935,5.156611068194766,5.1292773060349,5.103499007872602,5.079720650279398,5.05727557065799,5.036608243657948,5.017718687950882,2.91526672266879,2.882809431973603,2.8521304588441474,2.8232298310138693,2.7958852605194173,2.7700967689950255,2.746309008784123,2.7238550536909325,2.70317955413797,2.6842825288166403,0.5827780592598817,0.550307934308222,0.5196168299734518,0.4907047740233974,0.4633493906150026,0.43755070140750174,0.4137535345943606,0.3912907002688151,0.370607024697164,0.3517025265968545,4.534331914704575,4.501848950063923,4.471145709389251,4.44222222048276,4.414856019584191,4.3890471283767365,4.36524055098098,4.342768833663548,4.322076978613687,4.303165004571767,2.2031135450741264,2.1706177328639473,2.1399023484011455,2.1109674195202164,2.083590394490569,2.0577712950214426,2.033955301265749,2.011474695503077,1.9907746559539667,1.9718552013796184
4.361166795682514,4.328743651348203,4.298096954062123,4.269226731473346,4.241910929426174,4.216149569484003,4.192386836136404,4.1699565048074465,4.149302758066826,4.130425614549695,2.023801563294935,1.99136558491249,1.9607067566190217,1.9318251060958929,1.9044984913118679,1.8787269338543062,1.8549547940586404,1.8325155836421256,1.8118536610192795,1.7929690448450497,5.970474090585634,5.938025272676706,5.907354308197509,5.8784612248637815,5.851123792726045,5.825342033399784,5.80156048314026,5.779112389846445,5.7584422878495625,5.739550195829558,3.634814775900123,3.602353112991566,3.5716700071535077,3.542765486132938,3.5154172320308823,3.4896252664857412,3.4658343017507325,3.443377321791961,3.422699036934438,3.403799465879985,1.2995650852177214,1.267090569390455,1.236395314707807,1.207479348952185,1.1801202662126145,1.1543180881577064,1.1305177031438474,1.108051831040724,1.0873653582775586,1.068458303578048,5.248578359426592,5.216090986437732,5.185383578900952,5.156456164628869,5.129086249677677,5.103273855739945,5.079464047335647,5.056989280151591,5.036294616779546,5.0173800759630005,2.9152626609173105,2.8827624253041284,2.852042859748418,2.8231039920971734,2.795723240332084,2.7699006261696812,2.746081390371652,2.72359772432734,2.7028948668650195,2.6839728367521394,0.5823589306337835,0.5498458244803262,0.5191140934241236,0.49016376534446415,0.46277217009540905,0.4369393294195305,0.4131106604254464,0.3906180900446081,0.36990703344805187,0.3509775094282297,4.533498525566614,4.500972543414319,4.470228641698036,4.441266848329343,4.41386440499717,4.388021333470135,4.364183227277746,4.34168174878314,4.3209624895761625,4.302025468470099,2.202311851144941,2.169772987540455,2.1390169100086656,2.1100436464934464,2.082630350483175,2.0567770437714703,2.0329294963837334,2.0104191060012457,1.98969164070766,1.970747119339178
4.362559927722472,4.330093938556626,4.2994067434513585,4.270498370165118,4.243146471173738,4.217351068126037,4.193556932551658,4.171096959521337,4.150415918637558,4.131513828609428,2.024774317370296,1.9922954578933503,1.9615960975032234,1.932676263992743,1.9053135217101147,1.8795078923322777,1.8557043237295598,1.833235446522096,1.8125462066520015,1.7936366228513112,5.971472351782845,5.938980618942587,5.908269090383108,5.879337793929526,5.851964205785747,5.826148347650593,5.802335343784025,5.779857560285786,5.759160119485548,5.740243040134096,3.6353944261875926,3.60288981203161,3.57216610778684,3.5432233413117356,3.515838900606529,3.4900128073971257,3.466190362436256,3.4437036671480548,3.422998020349756,3.404073440819224,1.2999490568148047,1.2674315546188586,1.2366956683322827,1.2077414258458228,1.1803461269122857,1.1545097932836195,1.1306779023001186,1.1081822905665535,1.0874684334877216,1.0685363498591973,5.248545113882407,5.216014718151476,5.185266644629128,5.156300921238401,5.128894759448215,5.103048181034479,5.0792068400010955,5.0567023080209665,5.035980237159373,5.017040646234806,2.915035900467661,2.8824926069453194,2.8517323421641145,2.822755134078337,2.7953381058428124,2.769481279262615,2.7456304850573443,2.7231170298857372,2.702386742528768,2.683439641827847,0.5819390477960615,0.5493828485330186,0.5186103849770198,0.48962168511777193,0.4621937837407959,0.4363267026751254,0.4124664494716823,0.38994406560732653,0.3692055566901873,0.35025094158459513,4.5328865048109925,4.500317394323687,4.469532726811428,4.440532530296215,4.413093751156762,4.387216411249186,4.363346695028653,4.34081537867764,4.320068644706437,4.301106512003331,2.201285515592902,2.168703487167514,2.1379066093508126,2.1088949101991776,2.08144524764076,2.0555576435545984,2.0316784593948967,2.0091382059122402,1.988383242608668,1.9694135883964297
4.363956078712141,4.331447133388247,4.300719335234408,4.27177271211845,4.244384622385207,4.218555087769953,4.194729468368523,4.172239776610715,4.15153137065686,4.132604269291077,2.0259718772263877,1.9934500264065953,1.962710029710264,1.9337519150406361,1.9063529523732399,1.8805131634693968,1.8566780852520939,1.8341794649723777,1.8134628376166937,1.7945282219899923,5.9722500418580085,5.93971528124422,5.908963081943767,5.879993471892187,5.852583632668613,5.826733586061454,5.802889045876063,5.780381494101397,5.75965664260523,5.740714510214384,3.635752455365528,3.603204776970956,3.5724403675150254,3.543459254968695,3.5160385324584555,3.490178221798758,3.4663242137908687,3.44380772499394,3.423074644267491,3.4041249904612654,1.300333964579008,1.267773364112846,1.236996740448145,1.2080041215871131,1.1805725121765158,1.1547019340568456,1.130838455082578,1.108313026294513,1.087571713605378,1.0686145358867924,5.248511845217466,5.2159383146939655,5.185149469270179,5.15614533698165,5.128702833941248,5.102821982014466,5.078949026217325,5.056414651912894,5.0356651021712775,5.016700395888055,2.9148087502444837,2.8822222866197675,2.8514212165607344,2.8224055681362623,2.7949521689024066,2.769061040750703,2.745178605902472,2.7226352839753365,2.701877495242616,2.682905258622809,0.5815184092435279,0.5489190045339294,0.5181057022935018,0.48907853062341555,0.46161422846874256,0.43571281774810444,0.41182089799541366,0.3892686229224269,0.3685025901129748,0.34952281850638833,4.532049993001294,4.4994376404607,4.468612099659445,4.43957339873516,4.41209818797506,4.386186489322762,4.362285079720614,4.33972384683179,4.318949565645427,4.299962255123772,2.200257106393032,2.167631800514963,2.1367940159505814,2.10774378086877,2.0802576568645037,2.0543356659064074,2.0304247624181766,2.0078545679050226,1.987072034834311,1.9680771821912053
4.365133107790125,4.3325810908544184,4.30181258052038,4.272827604768338,4.245403227020427,4.219539469096304,4.195682281244503,4.173162790876715,4.1524269462976395,4.133474766364316,2.0269496715939894,1.9943847138327868,1.9636039715621543,1.9346074727957596,1.90717219234579,1.8812981520600314,1.857431479495446,1.8349030361620216,1.8141589476718458,1.795199232904876,5.973029871263949,5.940451968359363,5.909658990070717,5.880650964445016,5.853204777655337,5.827320451576551,5.803444291133424,5.7809068918456985,5.760154556693267,5.7411873045779585,3.636557930098034,3.6039670752654063,3.573161854545981,3.5441422960180127,3.516685197172761,3.490790579908014,3.466904926613222,3.4443585666782908,3.423597980540506,3.4046231871256563,1.3007199107510485,1.268116097206763,1.2372986276417082,1.208267530171638,1.180799513553909,1.1548945997133937,1.1309994485938122,1.1084441233156468,1.0876752818704536,1.0686929432058971,5.2487018768767975,5.216085097835156,5.185255373013787,5.156212730559696,5.128733790452586,5.102818574645452,5.078913920728999,5.056349625413654,5.035572524338997,5.016582636473528,2.914357462406951,2.881727712327096,2.850885727010654,2.8218315346379628,2.794341666373567,2.7684161441965065,2.744501983420513,2.7219287142344952,2.7011433499979365,2.6821459097043365,0.5808729996575446,0.5482302730027886,0.5173760219577206,0.48831027473705735,0.46080947364955804,0.4348736407013458,0.4109499690073095,0.3883677221202504,0.36757409119455886,0.34856909524873547,4.5312111535769315,4.49855544357095,4.467688920391781,4.4386116122864365,4.4110998726662185,4.385153723562256,4.361220535983303,4.338629306704384,4.3178274047727125,4.298814849226586,2.199225828149695,2.166557129262049,2.1356783287204397,2.10658945480729,2.0790667719947855,2.053110302341139,2.0291675948218924,2.0065673793249115,1.985757202863157,1.9667370844988827
4.366537057186921,4.333941853953373,4.303132523034616,4.274109092521405,4.246648330128762,4.220750257764887,4.196861417397757,4.1743120490698065,4.1535486927958,4.1345713675119455,2.028153828524875,1.9955456489903955,1.9647240526013583,1.9356890674839349,1.9082173725004896,1.8823089895852636,1.858410638502182,1.835852292662782,1.8150806698767354,1.7960957891010807,5.974035508404856,5.9414143482307225,5.910580482273317,5.881533938687978,5.8540513074573255,5.828132610543732,5.8042247455654,5.781657419212342,5.760877527150596,5.741885088356995,3.6371422094741566,3.604508060604825,3.573661917459984,3.544603808233515,3.5171102339678746,3.491181216652519,3.4672638318724416,3.4446875194325766,3.4238993529595017,3.4048993514560926,1.300883339203291,1.2682361948207694,1.2373777680465572,1.2083080871068304,1.180803564064296,1.154864220930287,1.13093731135138,1.1083520081057618,1.0875555628795104,1.0685479946963348,5.248892361000809,5.216232216779917,5.1853615022876225,5.156280245784477,5.128764770318021,5.102815097928758,5.078878660380056,5.056284363336893,5.035479636602142,5.016464499220346,2.914576166177257,2.8819030165542205,2.851020009085291,2.8219271720643535,2.7944007394873243,2.768440733421788,2.744494763826038,2.7218914691362124,2.7010784573459388,2.6820557475258036,0.5804494581882587,0.5477632938585248,0.516867984617801,0.4877635587922695,0.46022616126579674,0.43425581412993,0.41030030566705644,0.3876880068917581,0.3668667041196736,0.34783641644222296,4.5308176027225,4.498118420624483,4.467210806717052,4.43809478936077,4.41054642430454,4.384565733664907,4.360600684090025,4.337979379110415,4.317149783404355,4.298111916087224,2.198415328371418,2.1657031204495727,2.134783194261578,2.105655578202372,2.0780962388286,2.052105198284938,2.0281306016925917,2.00550028493552,1.9846623911640222,1.965616939515348
